feature,lld_base,lld_category,lld_description,functional,functional_description,processing,processing_description
audspecRasta_lengthL1norm_sma_upleveltime50,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime50,Compute time where signal is above 0.50*range,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_upleveltime75,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime75,Compute time where signal is above 0.75*range,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_upleveltime90,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime90,Compute time where signal is above 0.90*range,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_risetime,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,risetime,Compute time where signal is rising,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_leftctime,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,leftctime,Compute time where signal has left curvature,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_lpgain,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpgain,Output of LP gain,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_lpc0,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc0,Output of LP coefficient 0,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_lpc1,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc1,Output of LP coefficient 1,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_lpc2,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc2,Output of LP coefficient 2,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_lpc3,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc3,Output of LP coefficient 3,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_lpc4,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc4,Output of LP coefficient 4,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_de_range,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,range,Output of range (max-min),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_maxPos,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,maxPos,"Output of position of maximum value (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_minPos,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,minPos,"Output of position of minimum value (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_quartile1,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,quartile1,Output of quartile1 (0.25),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_quartile2,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,quartile2,Output of quartile2 (0.50),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_quartile3,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,quartile3,Output of quartile3 (0.75),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_iqr1-2,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,iqr1-2,Output of inter-quartile range 1-2 (quartile2-quartile1),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_iqr2-3,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,iqr2-3,Output of inter-quartile range 2-3 (quartile3-quartile2),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_iqr1-3,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,iqr1-3,Output of inter-quartile range 1-3 (quartile3-quartile1),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_percentile1.0,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,percentile1.0,"Output of first percentile, duplicate entries are not checked for and not removed","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_percentile99.0,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,percentile99.0,"Output of ninety-ninth percentile, duplicate entries are not checked for and not removed","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_pctlrange0-1,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,pctlrange0-1,Output of inter percentile range from 0-1,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_stddev,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,stddev,Output of standard deviation,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_skewness,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,skewness,Output of skewness,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_kurtosis,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,kurtosis,Output of kurtosis,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_meanSegLen,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,meanSegLen,"Output of the mean segment length (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_maxSegLen,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,maxSegLen,"Output of the maximum segment length (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_minSegLen,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,minSegLen,"Output of the minimum segment length (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_segLenStddev,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,segLenStddev,"Output of the standard deviation of the segment lengths (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)","['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_upleveltime25,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime25,Compute time where signal is above 0.25*range,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_upleveltime50,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime50,Compute time where signal is above 0.50*range,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_upleveltime75,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime75,Compute time where signal is above 0.75*range,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_upleveltime90,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,upleveltime90,Compute time where signal is above 0.90*range,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_risetime,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,risetime,Compute time where signal is rising,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_leftctime,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,leftctime,Compute time where signal has left curvature,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_lpgain,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpgain,Output of LP gain,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_lpc0,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc0,Output of LP coefficient 0,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_lpc1,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc1,Output of LP coefficient 1,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_lpc2,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc2,Output of LP coefficient 2,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_lpc3,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc3,Output of LP coefficient 3,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_lpc4,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,lpc4,Output of LP coefficient 4,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_amean,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,amean,Output of arithmetic mean,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_flatness,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,flatness,Output of contour flatness (ratio of geometric mean and absolute value arithmetic mean(absmean))),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_rqmean,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,rqmean,Output of square root of quadratic mean,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_meanPeakDist,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,meanPeakDist,"Output of mean distance between peaks (relative to the input segment length, in seconds, or in frames, see the 'norm' option or the 'masterTimeNorm' option of the cFunctionals parent component)",['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_peakDistStddev,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,peakDistStddev,Output of standard deviation of inter peak distances,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_peakRangeAbs,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,peakRangeAbs,Output of peak range (max peak value - min peak value),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_peakRangeRel,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,peakRangeRel,Output of peak range (max peak value - min peak value) / arithmetic mean,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_peakMeanAbs,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,peakMeanAbs,Output of arithmetic mean of peaks (local maxima),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_peakMeanMeanDist,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,peakMeanMeanDist,Output of arithmetic mean of peaks - arithmetic mean of all values (mean of peaks to signal mean distance),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_peakMeanRel,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,peakMeanRel,Output of arithmetic mean of peaks (local maxima) / arithmetic mean of all values (mean of peaks to signal mean ratio ~ peakMeanMeanRatio),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_minRangeRel,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,minRangeRel,Output of local minima range (max minimum value - min minimum value) / arithmetic mean,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_meanRisingSlope,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,meanRisingSlope,Output of the mean of the rising slopes (rising slope is the slope of the line connecting a local minimum (or the beginning of input sample) with the following local maximum/peak or the end of input sample),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_stddevRisingSlope,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,stddevRisingSlope,Output of the standard deviation of the rising slopes,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_meanFallingSlope,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,meanFallingSlope,Output of the mean of the falling slopes (falling slope is the slope of the line connecting a local maximum/peak (or the beginning of input sample) with the following local minimum (or the end of input sample)),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_stddevFallingSlope,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,stddevFallingSlope,Output of the standard deviation of the falling slopes,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_linregc1,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,linregc1,Output of slope m (linear regression line),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_linregc2,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,linregc2,Output of offset t (linear regression line),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_linregerrQ,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,linregerrQ,Output of quadratic error between contour and linear regression line,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_qregc1,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,qregc1,Output of quadratic regression coefficient 1 (a),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_qregc2,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,qregc2,Output of quadratic regression coefficient 2 (b),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_qregc3,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,qregc3,Output of quadratic regression coefficient 3 (c = offset),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_qregerrQ,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,qregerrQ,Output of quadratic error between contour and quadratic regression line (parabola),['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_centroid,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,centroid,Output of centroid of contour (this is computed as a by-product of the regression coefficients).,['sma'],['Smoothing']
audspecRasta_lengthL1norm_sma_de_flatness,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,flatness,Output of contour flatness (ratio of geometric mean and absolute value arithmetic mean(absmean))),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_posamean,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,posamean,Output of arithmetic mean of positive values only (usually you would apply this to a differential signal to measure how much the original signal is rising),"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
audspecRasta_lengthL1norm_sma_de_rqmean,audspecRasta_lengthL1norm_sma,Prosodic,Sum of RASTA-style filtered auditory spectrum.,rqmean,Output of square root of quadratic mean,"['sma', 'de']","['Smoothing', 'Delta Coefficient']"
